"id","is_oreb","team","opponent","conference","opp_conference"
"3656-1",0,"Fresno St.","Youngstown St.","MWC","Horizon"
"3657-1",0,"Texas A&M","Wake Forest","SEC","ACC"
"3657-2",0,"Texas A&M","Wake Forest","SEC","ACC"
"3657-5",0,"Wake Forest","Texas A&M","ACC","SEC"
"3657-8",0,"Wake Forest","Texas A&M","ACC","SEC"
"3657-9",0,"Wake Forest","Texas A&M","ACC","SEC"
"3658-1",1,"Arizona","Houston","PAC 12","American Athletic Conference"
"3658-2",0,"Arizona","Houston","PAC 12","American Athletic Conference"
"3658-3",1,"Arizona","Houston","PAC 12","American Athletic Conference"
"3658-4",0,"Arizona","Houston","PAC 12","American Athletic Conference"
"3659-1",0,"Arkansas","Gonzaga","SEC","WestCoast"
"3659-2",0,"Gonzaga","Arkansas","WestCoast","SEC"
"3659-3",1,"Gonzaga","Arkansas","WestCoast","SEC"
"3659-4",0,"Gonzaga","Arkansas","WestCoast","SEC"
"3659-5",0,"Gonzaga","Arkansas","WestCoast","SEC"
"3659-6",0,"Arkansas","Gonzaga","SEC","WestCoast"
"3659-7",0,"Arkansas","Gonzaga","SEC","WestCoast"
"3659-8",0,"Gonzaga","Arkansas","WestCoast","SEC"
"3659-9",0,"Arkansas","Gonzaga","SEC","WestCoast"
"3659-10",1,"Gonzaga","Arkansas","WestCoast","SEC"
"3659-11",0,"Gonzaga","Arkansas","WestCoast","SEC"
"3660-1",0,"Duke","Texas Tech","ACC","Big 12"
"3660-3",0,"Duke","Texas Tech","ACC","Big 12"
"3660-4",0,"Duke","Texas Tech","ACC","Big 12"
"3660-5",0,"Duke","Texas Tech","ACC","Big 12"
"3660-7",0,"Duke","Texas Tech","ACC","Big 12"
"3660-8",0,"Texas Tech","Duke","Big 12","ACC"
"3660-10",1,"Texas Tech","Duke","Big 12","ACC"
"3660-11",0,"Duke","Texas Tech","ACC","Big 12"
"3660-12",0,"Texas Tech","Duke","Big 12","ACC"
"3660-13",0,"Duke","Texas Tech","ACC","Big 12"
"3660-14",0,"Texas Tech","Duke","Big 12","ACC"
"3660-15",1,"Duke","Texas Tech","ACC","Big 12"
"3660-16",0,"Duke","Texas Tech","ACC","Big 12"
"3660-17",0,"Texas Tech","Duke","Big 12","ACC"
"3661-1",0,"Villanova","Michigan","BigEast","BigTen"
"3661-2",0,"Villanova","Michigan","BigEast","BigTen"
"3661-4",1,"Villanova","Michigan","BigEast","BigTen"
"3661-5",0,"Villanova","Michigan","BigEast","BigTen"
"3661-6",0,"Michigan","Villanova","BigTen","BigEast"
"3661-8",0,"Michigan","Villanova","BigTen","BigEast"
"3661-9",0,"Villanova","Michigan","BigEast","BigTen"
"3661-10",0,"Michigan","Villanova","BigTen","BigEast"
"3661-11",0,"Villanova","Michigan","BigEast","BigTen"
"3662-1",0,"Iowa St.","Miami FL","Big 12","ACC"
"3662-3",1,"Iowa St.","Miami FL","Big 12","ACC"
"3663-2",0,"Kansas","Providence","Big 12","BigEast"
"3663-4",0,"Kansas","Providence","Big 12","BigEast"
"3663-5",0,"Kansas","Providence","Big 12","BigEast"
"3664-1",0,"UCLA","North Carolina","PAC 12","ACC"
"3664-3",0,"UCLA","North Carolina","PAC 12","ACC"
"3664-4",0,"UCLA","North Carolina","PAC 12","ACC"
"3664-5",1,"UCLA","North Carolina","PAC 12","ACC"
"3664-7",0,"North Carolina","UCLA","ACC","PAC 12"
"3664-8",0,"North Carolina","UCLA","ACC","PAC 12"
"3664-9",1,"North Carolina","UCLA","ACC","PAC 12"
"3664-10",0,"UCLA","North Carolina","PAC 12","ACC"
"3665-2",0,"Purdue","Saint Peter's","BigTen","MAAC"
"3665-3",0,"Purdue","Saint Peter's","BigTen","MAAC"
"3665-6",0,"Purdue","Saint Peter's","BigTen","MAAC"
"3666-1",0,"Duke","Arkansas","ACC","SEC"
"3666-2",0,"Arkansas","Duke","SEC","ACC"
"3666-3",1,"Duke","Arkansas","ACC","SEC"
"3666-4",0,"Duke","Arkansas","ACC","SEC"
"3666-6",0,"Duke","Arkansas","ACC","SEC"
"3666-7",0,"Arkansas","Duke","SEC","ACC"
"3666-8",0,"Duke","Arkansas","ACC","SEC"
"3666-9",0,"Arkansas","Duke","SEC","ACC"
"3666-10",0,"Duke","Arkansas","ACC","SEC"
"3666-13",0,"Duke","Arkansas","ACC","SEC"
"3666-14",0,"Arkansas","Duke","SEC","ACC"
"3666-15",0,"Arkansas","Duke","SEC","ACC"
"3666-17",0,"Duke","Arkansas","ACC","SEC"
"3667-1",0,"Villanova","Houston","BigEast","American Athletic Conference"
"3668-2",1,"Kansas","Miami FL","Big 12","ACC"
"3668-3",1,"Kansas","Miami FL","Big 12","ACC"
"3668-4",0,"Kansas","Miami FL","Big 12","ACC"
"3669-1",0,"North Carolina","Saint Peter's","ACC","MAAC"
"3670-2",0,"Fresno St.","Southern Utah","MWC","BigSky"
"3670-3",0,"Fresno St.","Southern Utah","MWC","BigSky"
"3670-4",0,"Fresno St.","Southern Utah","MWC","BigSky"
"3670-5",1,"Fresno St.","Southern Utah","MWC","BigSky"
"3671-1",0,"Texas A&M","Washington St.","SEC","PAC 12"
"3671-2",0,"Texas A&M","Washington St.","SEC","PAC 12"
"3672-1",0,"Texas A&M","Xavier","SEC","BigEast"
"3672-2",1,"Texas A&M","Xavier","SEC","BigEast"
"3673-1",1,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3673-2",0,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3673-3",0,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3673-4",1,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3673-5",0,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3673-6",1,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3673-7",0,"Fresno St.","Coastal Carolina","MWC","SunBelt"
"3674-2",0,"Duke","North Carolina","ACC","ACC"
"3674-3",0,"Duke","North Carolina","ACC","ACC"
"3674-4",0,"Duke","North Carolina","ACC","ACC"
"3674-5",0,"Duke","North Carolina","ACC","ACC"
"3674-6",0,"Duke","North Carolina","ACC","ACC"
"3674-8",0,"North Carolina","Duke","ACC","ACC"
"3674-9",0,"Duke","North Carolina","ACC","ACC"
"3674-11",0,"Duke","North Carolina","ACC","ACC"
"3674-12",0,"Duke","North Carolina","ACC","ACC"
"3674-13",0,"Duke","North Carolina","ACC","ACC"
"3674-16",0,"Duke","North Carolina","ACC","ACC"
"3674-17",0,"North Carolina","Duke","ACC","ACC"
"3674-18",1,"Duke","North Carolina","ACC","ACC"
"3674-19",1,"Duke","North Carolina","ACC","ACC"
"3675-1",0,"Kansas","Villanova","Big 12","BigEast"
"3675-3",0,"Kansas","Villanova","Big 12","BigEast"
"3675-4",0,"Villanova","Kansas","BigEast","Big 12"
"3675-5",0,"Villanova","Kansas","BigEast","Big 12"
"3675-6",0,"Kansas","Villanova","Big 12","BigEast"
"3675-8",1,"Villanova","Kansas","BigEast","Big 12"
"3675-9",0,"Villanova","Kansas","BigEast","Big 12"
"3675-10",0,"Villanova","Kansas","BigEast","Big 12"
"3676-3",0,"Kansas","North Carolina","Big 12","ACC"
"3676-5",0,"Kansas","North Carolina","Big 12","ACC"
"3676-6",0,"Kansas","North Carolina","Big 12","ACC"
"3676-7",0,"Kansas","North Carolina","Big 12","ACC"
"3676-8",0,"Kansas","North Carolina","Big 12","ACC"
"3676-9",1,"Kansas","North Carolina","Big 12","ACC"
"3676-10",0,"North Carolina","Kansas","ACC","Big 12"
"3676-11",0,"North Carolina","Kansas","ACC","Big 12"
"3676-12",0,"Kansas","North Carolina","Big 12","ACC"
"3677-1",1,"Alabama","Longwood","SEC","BigSouth"
"3677-2",0,"Alabama","Longwood","SEC","BigSouth"
"3677-3",0,"Alabama","Longwood","SEC","BigSouth"
"3677-4",1,"Alabama","Longwood","SEC","BigSouth"
"3677-5",1,"Alabama","Longwood","SEC","BigSouth"
"3677-6",1,"Alabama","Longwood","SEC","BigSouth"
"3677-7",1,"Alabama","Longwood","SEC","BigSouth"
"3678-1",0,"Mississippi","Alcorn St.","SEC","SWAC"
"3678-2",1,"Mississippi","Alcorn St.","SEC","SWAC"
"3679-1",1,"Arizona","Nicholls St.","PAC 12","SouthLand"
"3679-2",0,"Arizona","Nicholls St.","PAC 12","SouthLand"
"3679-3",0,"Arizona","Nicholls St.","PAC 12","SouthLand"
"3679-4",1,"Arizona","Nicholls St.","PAC 12","SouthLand"
"3679-5",0,"Arizona","Nicholls St.","PAC 12","SouthLand"
"3680-1",0,"Arkansas","North Dakota St.","SEC","Summit League"
"3680-2",0,"Arkansas","North Dakota St.","SEC","Summit League"
"3680-5",0,"Arkansas","North Dakota St.","SEC","Summit League"
"3680-6",0,"Arkansas","North Dakota St.","SEC","Summit League"
"3680-7",0,"Arkansas","North Dakota St.","SEC","Summit League"
"3680-8",0,"Arkansas","North Dakota St.","SEC","Summit League"
"3682-1",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-2",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-5",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-6",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-8",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-9",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-11",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-12",1,"George Mason","Auburn","Atlantic 10","SEC"
"3682-14",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-15",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-17",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-18",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-20",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-21",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-23",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-24",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-26",1,"George Mason","Auburn","Atlantic 10","SEC"
"3682-27",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-29",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-31",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-33",1,"George Mason","Auburn","Atlantic 10","SEC"
"3682-35",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-36",1,"George Mason","Auburn","Atlantic 10","SEC"
"3682-38",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-39",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-40",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-42",1,"Auburn","George Mason","SEC","Atlantic 10"
"3682-44",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-45",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-46",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-47",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-49",0,"Auburn","George Mason","SEC","Atlantic 10"
"3682-52",0,"George Mason","Auburn","Atlantic 10","SEC"
"3682-53",1,"George Mason","Auburn","Atlantic 10","SEC"
"3683-1",0,"N.C. State","Austin Peay","ACC","Atlantic Sun"
"3683-2",1,"N.C. State","Austin Peay","ACC","Atlantic Sun"
"3683-3",1,"N.C. State","Austin Peay","ACC","Atlantic Sun"
"3683-4",0,"N.C. State","Austin Peay","ACC","Atlantic Sun"
"3684-2",0,"Baylor","Mississippi Valley St.","Big 12","SWAC"
"3684-4",1,"Baylor","Mississippi Valley St.","Big 12","SWAC"
"3684-5",1,"Baylor","Mississippi Valley St.","Big 12","SWAC"
"3685-1",1,"Iowa","Bethune Cookman","BigTen","SWAC"
"3685-2",0,"Iowa","Bethune Cookman","BigTen","SWAC"
"3685-3",0,"Iowa","Bethune Cookman","BigTen","SWAC"
"3687-1",0,"Connecticut","Stonehill College","BigEast","NorthEast"
"3688-2",1,"Creighton","St. Thomas","BigEast","Summit League"
"3688-3",0,"Creighton","St. Thomas","BigEast","Summit League"
"3688-4",1,"Creighton","St. Thomas","BigEast","Summit League"
"3688-7",0,"Creighton","St. Thomas","BigEast","Summit League"
"3688-8",1,"Creighton","St. Thomas","BigEast","Summit League"
"3688-9",0,"Creighton","St. Thomas","BigEast","Summit League"
"3688-10",0,"Creighton","St. Thomas","BigEast","Summit League"
"3688-11",0,"Creighton","St. Thomas","BigEast","Summit League"
"3688-13",1,"Creighton","St. Thomas","BigEast","Summit League"
"3688-14",1,"Creighton","St. Thomas","BigEast","Summit League"
"3688-15",0,"Creighton","St. Thomas","BigEast","Summit League"
"3690-3",1,"Duke","Jacksonville","ACC","Atlantic Sun"
"3690-6",1,"Duke","Jacksonville","ACC","Atlantic Sun"
"3690-7",0,"Duke","Jacksonville","ACC","Atlantic Sun"
"3690-8",0,"Duke","Jacksonville","ACC","Atlantic Sun"
"3690-9",1,"Duke","Jacksonville","ACC","Atlantic Sun"
"3691-1",0,"Illinois","Eastern Illinois","BigTen","OVC"
"3692-1",0,"Oregon","Florida A&M","PAC 12","SWAC"
"3692-2",0,"Oregon","Florida A&M","PAC 12","SWAC"
"3692-4",1,"Oregon","Florida A&M","PAC 12","SWAC"
"3692-5",0,"Oregon","Florida A&M","PAC 12","SWAC"
"3693-1",1,"Florida","Stony Brook","SEC","Colonial"
"3693-2",0,"Stony Brook","Florida","Colonial","SEC"
"3693-4",0,"Florida","Stony Brook","SEC","Colonial"
"3693-5",0,"Stony Brook","Florida","Colonial","SEC"
"3693-9",0,"Florida","Stony Brook","SEC","Colonial"
"3693-11",0,"Stony Brook","Florida","Colonial","SEC"
"3693-13",0,"Stony Brook","Florida","Colonial","SEC"
"3693-14",1,"Stony Brook","Florida","Colonial","SEC"
"3693-15",0,"Florida","Stony Brook","SEC","Colonial"
"3693-16",0,"Stony Brook","Florida","Colonial","SEC"
"3693-17",1,"Florida","Stony Brook","SEC","Colonial"
"3693-18",0,"Stony Brook","Florida","Colonial","SEC"
"3693-19",0,"Stony Brook","Florida","Colonial","SEC"
"3693-20",0,"Florida","Stony Brook","SEC","Colonial"
"3693-24",0,"Florida","Stony Brook","SEC","Colonial"
"3693-25",0,"Florida","Stony Brook","SEC","Colonial"
"3693-27",0,"Florida","Stony Brook","SEC","Colonial"
"3693-29",1,"Florida","Stony Brook","SEC","Colonial"
"3693-30",0,"Stony Brook","Florida","Colonial","SEC"
"3693-31",0,"Stony Brook","Florida","Colonial","SEC"
"3693-32",0,"Stony Brook","Florida","Colonial","SEC"
"3693-34",0,"Florida","Stony Brook","SEC","Colonial"
"3693-35",0,"Stony Brook","Florida","Colonial","SEC"
"3693-36",0,"Florida","Stony Brook","SEC","Colonial"
"3693-37",0,"Stony Brook","Florida","Colonial","SEC"
"3693-38",0,"Stony Brook","Florida","Colonial","SEC"
"3693-39",1,"Stony Brook","Florida","Colonial","SEC"
"3693-42",0,"Stony Brook","Florida","Colonial","SEC"
"3693-43",0,"Florida","Stony Brook","SEC","Colonial"
"3693-45",0,"Stony Brook","Florida","Colonial","SEC"
"3693-46",1,"Florida","Stony Brook","SEC","Colonial"
"3693-49",1,"Florida","Stony Brook","SEC","Colonial"
"3694-2",0,"Florida St.","Stetson","ACC","Atlantic Sun"
"3695-2",0,"Gonzaga","North Florida","WestCoast","Atlantic Sun"
"3695-4",0,"Gonzaga","North Florida","WestCoast","Atlantic Sun"
"3695-6",0,"Gonzaga","North Florida","WestCoast","Atlantic Sun"
"3696-3",0,"Houston","Northern Colorado","American Athletic Conference","BigSky"
"3696-4",1,"Houston","Northern Colorado","American Athletic Conference","BigSky"
"3696-5",1,"Houston","Northern Colorado","American Athletic Conference","BigSky"
"3696-7",1,"Houston","Northern Colorado","American Athletic Conference","BigSky"
"3696-8",1,"Houston","Northern Colorado","American Athletic Conference","BigSky"
"3698-2",0,"Indiana","Morehead St.","BigTen","OVC"
"3699-2",1,"Kansas","Nebraska Omaha","Big 12","Summit League"
"3699-3",1,"Kansas","Nebraska Omaha","Big 12","Summit League"
"3699-4",0,"Kansas","Nebraska Omaha","Big 12","Summit League"
"3699-6",0,"Kansas","Nebraska Omaha","Big 12","Summit League"
"3701-1",1,"VCU","Manhattan","Atlantic 10","MAAC"
"3701-2",1,"VCU","Manhattan","Atlantic 10","MAAC"
"3701-3",0,"VCU","Manhattan","Atlantic 10","MAAC"
"3702-1",1,"Marshall","Queens of Charlotte","SunBelt","Atlantic Sun"
"3702-2",0,"Marshall","Queens of Charlotte","SunBelt","Atlantic Sun"
"3702-3",0,"Marshall","Queens of Charlotte","SunBelt","Atlantic Sun"
"3702-4",0,"Marshall","Queens of Charlotte","SunBelt","Atlantic Sun"
"3703-1",1,"Maryland","Niagara","BigTen","MAAC"
"3704-1",0,"Michigan","Purdue Fort Wayne","BigTen","Horizon"
"3704-4",1,"Michigan","Purdue Fort Wayne","BigTen","Horizon"
"3704-5",0,"Michigan","Purdue Fort Wayne","BigTen","Horizon"
"3704-6",0,"Michigan","Purdue Fort Wayne","BigTen","Horizon"
"3705-1",0,"Xavier","Morgan St.","BigEast","MEAC"
"3706-1",1,"North Carolina","UNC Wilmington","ACC","Colonial"
"3706-2",0,"North Carolina","UNC Wilmington","ACC","Colonial"
"3706-3",0,"North Carolina","UNC Wilmington","ACC","Colonial"
"3706-4",0,"North Carolina","UNC Wilmington","ACC","Colonial"
"3707-1",0,"Virginia","North Carolina Central","ACC","MEAC"
"3708-1",0,"UCF","UNC Asheville","American Athletic Conference","BigSouth"
"3708-2",0,"UCF","UNC Asheville","American Athletic Conference","BigSouth"
"3709-1",0,"Ohio St.","Robert Morris","BigTen","Horizon"
"3709-2",1,"Ohio St.","Robert Morris","BigTen","Horizon"
"3711-1",0,"Stanford","Pacific","PAC 12","WestCoast"
"3711-3",0,"Stanford","Pacific","PAC 12","WestCoast"
"3712-1",0,"UCLA","Sacramento St.","PAC 12","BigSky"
"3712-3",0,"UCLA","Sacramento St.","PAC 12","BigSky"
"3712-4",0,"UCLA","Sacramento St.","PAC 12","BigSky"
"3712-5",0,"UCLA","Sacramento St.","PAC 12","BigSky"
"3713-2",0,"UNLV","Southern","MWC","SWAC"
"3713-4",0,"Southern","UNLV","SWAC","MWC"
"3713-5",1,"UNLV","Southern","MWC","SWAC"
"3713-6",0,"Southern","UNLV","SWAC","MWC"
"3713-8",0,"Southern","UNLV","SWAC","MWC"
"3713-9",0,"UNLV","Southern","MWC","SWAC"
"3713-11",1,"UNLV","Southern","MWC","SWAC"
"3713-12",0,"UNLV","Southern","MWC","SWAC"
"3713-13",0,"Southern","UNLV","SWAC","MWC"
"3713-14",0,"UNLV","Southern","MWC","SWAC"
"3713-15",0,"Southern","UNLV","SWAC","MWC"
"3713-16",0,"UNLV","Southern","MWC","SWAC"
"3713-17",0,"Southern","UNLV","SWAC","MWC"
"3713-18",0,"UNLV","Southern","MWC","SWAC"
"3713-19",0,"Southern","UNLV","SWAC","MWC"
"3713-20",0,"UNLV","Southern","MWC","SWAC"
"3713-21",1,"Southern","UNLV","SWAC","MWC"
"3713-22",0,"Southern","UNLV","SWAC","MWC"
"3713-23",0,"UNLV","Southern","MWC","SWAC"
"3713-24",0,"Southern","UNLV","SWAC","MWC"
"3713-25",1,"Southern","UNLV","SWAC","MWC"
"3713-27",0,"Southern","UNLV","SWAC","MWC"
"3713-28",1,"UNLV","Southern","MWC","SWAC"
"3713-30",0,"Southern","UNLV","SWAC","MWC"
"3713-32",0,"UNLV","Southern","MWC","SWAC"
"3713-35",0,"UNLV","Southern","MWC","SWAC"
"3713-37",1,"Southern","UNLV","SWAC","MWC"
"3713-39",0,"Southern","UNLV","SWAC","MWC"
"3714-1",0,"Tennessee","Tennessee Tech","SEC","OVC"
"3714-2",0,"Tennessee","Tennessee Tech","SEC","OVC"
"3714-3",0,"Tennessee","Tennessee Tech","SEC","OVC"
"3714-4",1,"Tennessee","Tennessee Tech","SEC","OVC"
"3715-1",0,"Washington St.","Texas St.","PAC 12","SunBelt"
"3715-2",0,"Washington St.","Texas St.","PAC 12","SunBelt"
"3715-3",0,"Washington St.","Texas St.","PAC 12","SunBelt"
"3716-1",1,"Georgetown","Coppin St.","BigEast","MEAC"
"3716-2",1,"Georgetown","Coppin St.","BigEast","MEAC"
"3716-3",0,"Georgetown","Coppin St.","BigEast","MEAC"
"3717-1",0,"Providence","Rider","BigEast","MAAC"
"3718-1",0,"Purdue","Milwaukee","BigTen","Horizon"
"3718-3",0,"Purdue","Milwaukee","BigTen","Horizon"
"3719-2",0,"South Carolina","South Carolina St.","SEC","MEAC"
"3719-3",0,"South Carolina","South Carolina St.","SEC","MEAC"
"3719-4",1,"South Carolina","South Carolina St.","SEC","MEAC"
"3720-2",0,"Drake","IUPUI","MVC","Horizon"
"3720-3",0,"Drake","IUPUI","MVC","Horizon"
"3720-4",1,"Drake","IUPUI","MVC","Horizon"
"3721-1",1,"Indiana","Bethune Cookman","BigTen","SWAC"
"3721-2",0,"Indiana","Bethune Cookman","BigTen","SWAC"
"3721-3",0,"Indiana","Bethune Cookman","BigTen","SWAC"
"3721-4",0,"Indiana","Bethune Cookman","BigTen","SWAC"
"3722-1",1,"Ohio St.","Charleston Southern","BigTen","BigSouth"
"3722-3",0,"Ohio St.","Charleston Southern","BigTen","BigSouth"
"3723-1",0,"Creighton","North Dakota","BigEast","Summit League"
"3723-2",1,"Creighton","North Dakota","BigEast","Summit League"
"3723-3",0,"Creighton","North Dakota","BigEast","Summit League"
"3723-5",0,"Creighton","North Dakota","BigEast","Summit League"
"3724-1",1,"Texas","Houston Christian","Big 12","SouthLand"
"3724-2",1,"Texas","Houston Christian","Big 12","SouthLand"
"3724-3",1,"Texas","Houston Christian","Big 12","SouthLand"
"3724-4",0,"Texas","Houston Christian","Big 12","SouthLand"
"3724-5",1,"Texas","Houston Christian","Big 12","SouthLand"
"3724-6",1,"Texas","Houston Christian","Big 12","SouthLand"
"3725-1",1,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-3",0,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-4",1,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-6",0,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-7",1,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-8",1,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-9",0,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-10",0,"Kansas","North Dakota St.","Big 12","Summit League"
"3725-11",0,"Kansas","North Dakota St.","Big 12","Summit League"
"3726-1",0,"Maryland","Western Carolina","BigTen","Southern"
"3726-2",0,"Maryland","Western Carolina","BigTen","Southern"
"3726-3",1,"Maryland","Western Carolina","BigTen","Southern"
"3726-4",0,"Maryland","Western Carolina","BigTen","Southern"
"3727-1",0,"Notre Dame","Radford","ACC","BigSouth"
"3727-3",0,"Notre Dame","Radford","ACC","BigSouth"
"3728-3",0,"Oklahoma St.","Southern Illinois","Big 12","MVC"
"3729-1",0,"Alabama","Liberty","SEC","Atlantic Sun"
"3730-2",0,"Arizona","Southern","PAC 12","SWAC"
"3730-4",1,"Arizona","Southern","PAC 12","SWAC"
"3730-5",1,"Arizona","Southern","PAC 12","SWAC"
"3730-6",1,"Arizona","Southern","PAC 12","SWAC"
"3730-7",0,"Arizona","Southern","PAC 12","SWAC"
"3731-1",0,"Arkansas","Fordham","SEC","Atlantic 10"
"3731-2",1,"Arkansas","Fordham","SEC","Atlantic 10"
"3731-3",1,"Arkansas","Fordham","SEC","Atlantic 10"
"3731-6",1,"Arkansas","Fordham","SEC","Atlantic 10"
"3731-9",0,"Arkansas","Fordham","SEC","Atlantic 10"
"3731-10",0,"Arkansas","Fordham","SEC","Atlantic 10"
"3732-1",1,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-2",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-3",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-4",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-5",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-7",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-8",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-10",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-11",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-12",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-13",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-15",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-16",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-18",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-19",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-21",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-22",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-24",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-25",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-26",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-29",1,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-30",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-31",1,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-32",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-33",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-34",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-35",0,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-36",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-38",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-40",1,"Auburn","South Florida","SEC","American Athletic Conference"
"3732-41",1,"South Florida","Auburn","American Athletic Conference","SEC"
"3732-42",0,"South Florida","Auburn","American Athletic Conference","SEC"
"3733-1",0,"Baylor","Norfolk St.","Big 12","MEAC"
"3733-2",1,"Baylor","Norfolk St.","Big 12","MEAC"
"3733-4",0,"Baylor","Norfolk St.","Big 12","MEAC"
"3733-5",1,"Baylor","Norfolk St.","Big 12","MEAC"
"3733-6",1,"Baylor","Norfolk St.","Big 12","MEAC"
"3734-1",0,"Pepperdine","Cal St. Fullerton","WestCoast","BigWest"
"3734-2",0,"Pepperdine","Cal St. Fullerton","WestCoast","BigWest"
"3735-1",1,"Cal Baptist","NJIT","WAC","American East"
"3735-2",0,"Cal Baptist","NJIT","WAC","American East"
"3736-2",1,"N.C. State","Campbell","ACC","BigSouth"
"3737-1",0,"North Carolina","Charleston","ACC","Colonial"
"3737-3",1,"North Carolina","Charleston","ACC","Colonial"
"3737-4",1,"North Carolina","Charleston","ACC","Colonial"
"3737-7",0,"North Carolina","Charleston","ACC","Colonial"
"3738-1",1,"South Carolina","Clemson","SEC","ACC"
"3738-2",1,"South Carolina","Clemson","SEC","ACC"
"3738-6",0,"South Carolina","Clemson","SEC","ACC"
"3739-1",1,"Dayton","SMU","Atlantic 10","American Athletic Conference"
"3739-2",0,"Dayton","SMU","Atlantic 10","American Athletic Conference"
"3740-1",1,"Duke","USC Upstate","ACC","BigSouth"
"3740-4",1,"Duke","USC Upstate","ACC","BigSouth"
"3740-5",0,"Duke","USC Upstate","ACC","BigSouth"
"3740-6",0,"Duke","USC Upstate","ACC","BigSouth"
"3742-2",0,"Eastern Michigan","Michigan","Mid American","BigTen"
"3742-3",1,"Michigan","Eastern Michigan","BigTen","Mid American"
"3742-4",0,"Eastern Michigan","Michigan","Mid American","BigTen"
"3742-5",0,"Michigan","Eastern Michigan","BigTen","Mid American"
"3742-7",0,"Eastern Michigan","Michigan","Mid American","BigTen"
"3743-2",0,"Mississippi","Florida Atlantic","SEC","Conference USA"
"3743-4",1,"Mississippi","Florida Atlantic","SEC","Conference USA"
"3743-5",0,"Mississippi","Florida Atlantic","SEC","Conference USA"
